id,path,split,species_src,species_tgt,label,gen_family,seed,ref_id,source
flickr_wild_002761,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002761.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002575,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002575.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001758,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001758.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000507,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000507.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000139,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000139.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000956,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000956.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000869,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000869.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001768,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001768.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000954,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000954.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000592,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000592.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003766,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003766.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000976,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000976.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001027,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001027.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002175,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002175.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001765,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001765.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001230,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001230.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000469,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000469.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002843,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002843.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000186,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000186.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002539,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002539.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002027,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002027.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001032,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001032.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000696,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000696.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001241,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001241.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000152,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000152.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001645,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001645.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002961,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002961.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001792,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001792.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001851,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001851.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002643,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002643.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000096,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000096.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000436,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000436.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000405,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000405.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001021,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001021.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002049,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002049.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001708,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001708.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000555,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000555.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003143,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003143.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000770,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000770.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000009,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000009.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003496,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003496.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000797,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000797.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001470,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001470.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000688,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000688.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001621,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001621.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001640,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001640.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001236,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001236.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000401,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000401.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001054,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001054.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000750,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000750.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000842,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000842.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002357,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002357.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001118,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001118.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003692,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003692.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000164,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000164.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000812,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000812.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000229,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000229.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000548,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000548.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000293,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000293.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002278,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002278.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000982,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000982.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001339,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001339.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002766,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002766.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003472,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003472.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000131,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000131.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000918,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000918.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002646,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002646.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000713,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000713.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001880,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001880.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002980,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002980.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003250,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003250.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001021,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001021.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002795,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002795.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002909,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002909.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003529,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003529.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001087,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001087.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000944,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000944.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000213,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000213.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003458,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003458.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002684,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002684.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001401,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001401.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001264,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001264.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000457,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000457.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001637,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001637.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000329,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000329.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001985,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001985.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001042,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001042.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003320,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003320.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000208,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000208.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000003,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000003.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001153,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001153.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003837,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003837.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002290,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002290.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003162,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003162.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003259,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003259.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003673,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003673.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001044,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001044.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000715,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000715.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002783,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002783.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001180,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001180.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000846,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000846.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002792,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002792.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003891,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003891.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000641,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000641.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000358,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000358.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000834,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000834.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000200,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000200.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000616,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000616.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001249,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001249.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002437,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002437.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001058,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001058.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001229,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001229.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001283,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001283.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000648,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000648.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002741,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002741.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003269,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003269.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000866,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000866.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003648,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003648.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001213,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001213.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000735,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000735.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003138,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003138.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001277,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001277.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000819,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000819.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001340,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001340.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002172,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002172.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000366,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000366.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001228,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001228.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001947,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001947.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003507,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003507.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003363,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003363.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002109,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002109.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000238,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000238.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002391,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002391.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003364,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003364.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000854,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000854.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000330,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000330.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001536,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001536.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001772,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001772.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003343,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003343.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000487,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000487.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002499,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002499.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000088,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000088.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000215,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000215.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000774,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000774.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001231,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001231.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003880,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003880.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002491,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002491.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000746,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000746.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000119,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000119.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000443,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000443.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002257,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002257.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003954,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003954.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003516,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003516.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000583,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000583.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002382,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002382.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002441,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002441.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000773,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000773.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000545,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000545.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003329,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003329.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001677,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001677.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002681,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002681.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003196,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003196.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001257,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001257.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002753,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002753.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001352,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001352.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003379,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003379.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000689,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000689.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002333,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002333.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003701,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003701.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002440,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002440.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002494,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002494.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001309,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001309.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000041,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000041.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001894,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001894.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_001003,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_001003.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000070,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000070.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000241,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000241.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000559,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000559.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_002816,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_002816.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_003072,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_003072.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000255,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000255.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001642,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001642.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000814,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000814.jpg,train,wild,wild,real,none,,,afhq
pixabay_wild_000323,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/pixabay_wild_000323.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_001151,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_001151.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000652,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000652.jpg,train,wild,wild,real,none,,,afhq
flickr_wild_000952,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/wild/flickr_wild_000952.jpg,train,wild,wild,real,none,,,afhq
